follower_id,followee_id,intensity
454,74,1
26,196,1
4,482,1
8,28,1
8,38,1
196,424,1
36,414,1
36,418,1
196,40,1
196,420,1
196,430,1
294,36,1
500,494,1
494,248,1
510,494,1
12,512,1
38,46,1
38,240,1
546,186,1
370,36,1
146,558,1
560,432,1
186,150,1
186,118,1
268,242,1
1020,8,1
158,1024,1
196,1020,1
196,982,1
196,970,1
196,998,1
480,350,1
150,158,1
604,512,1
610,514,1
612,12,1
476,6,1
512,8,1
626,512,1
636,42,1
98,428,1
196,536,1
652,12,1
46,38,1
134,196,1
522,36,1
12,690,1
660,120,1
726,270,1
726,12,1
12,674,1
906,212,1
196,674,1
196,906,1
196,640,1
660,220,1
12,582,1
36,688,1
936,258,1
936,442,1
926,258,1
926,924,1
42,1024,1
950,42,1
958,594,1
574,12,1
42,494,1
12,934,1
12,554,1
662,546,1
1012,42,1
42,524,1
42,292,1
42,302,1
180,432,1
180,814,1
268,638,1
188,26,1
1056,36,1
338,1024,1
1060,26,1
560,688,1
196,1060,1
1036,702,1
980,452,1
600,1074,1
1090,26,1
1012,1024,1
2,702,1
1086,516,1
1088,12,1
1090,1088,1
1092,42,1
1088,1090,1
1086,352,1
1086,114,1
1094,412,1
12,1094,1
412,1094,1
1090,1092,1
382,42,1
196,1064,1
196,1078,1
196,1054,1
196,1094,1
196,1070,1
196,1084,1
12,14,1
12,18,1
12,46,1
12,56,1
12,50,1
12,16,1
62,58,1
12,1088,1
106,186,1
106,158,1
268,116,1
268,114,1
268,140,1
268,178,1
268,130,1
64,26,1
64,192,1
294,316,1
12,130,1
172,164,1
368,242,1
270,36,1
162,368,1
380,400,1
406,26,1
442,432,1
464,184,1
464,410,1
464,380,1
464,404,1
464,378,1
268,64,1
484,106,1
8,52,1
196,64,1
36,214,1
36,270,1
196,56,1
196,4,1
196,252,1
196,94,1
36,404,1
338,64,1
8,36,1
196,516,1
546,102,1
560,546,1
64,172,1
570,46,1
196,1030,1
196,992,1
196,1006,1
42,384,1
42,344,1
42,394,1
12,1030,1
12,926,1
12,1034,1
482,338,1
604,528,1
36,612,1
292,338,1
512,598,1
638,42,1
570,482,1
196,160,1
196,70,1
196,492,1
642,196,1
622,106,1
128,38,1
264,12,1
264,642,1
264,492,1
264,266,1
662,198,1
664,102,1
664,364,1
622,12,1
666,650,1
146,492,1
696,522,1
660,368,1
196,702,1
688,702,1
196,904,1
12,904,1
196,48,1
196,704,1
196,634,1
914,26,1
936,500,1
688,42,1
958,718,1
574,36,1
12,928,1
662,102,1
158,558,1
196,1014,1
926,12,1
612,302,1
180,282,1
188,110,1
180,368,1
600,1026,1
164,1044,1
1056,266,1
12,1056,1
6,976,1
146,936,1
300,266,1
26,688,1
64,702,1
980,36,1
1076,1074,1
1078,600,1
1078,1074,1
600,1076,1
578,696,1
578,1058,1
1086,26,1
1088,26,1
1090,1086,1
1086,1090,1
1086,1088,1
1090,560,1
1090,42,1
1092,1086,1
1086,546,1
1092,1088,1
1086,116,1
1086,98,1
12,30,1
12,64,1
64,12,1
4,50,1
4,38,1
68,10,1
10,44,1
10,62,1
58,28,1
350,480,1
58,12,1
10,68,1
10,38,1
6,44,1
6,46,1
6,62,1
6,22,1
10,50,1
50,12,1
70,6,1
70,4,1
70,40,1
70,44,1
70,2,1
70,24,1
70,28,1
70,62,1
70,46,1
70,10,1
70,50,1
70,12,1
38,70,1
38,12,1
38,10,1
68,42,1
50,70,1
46,50,1
46,12,1
46,6,1
46,70,1
46,62,1
6,80,1
6,82,1
86,14,1
84,86,1
84,14,1
4,42,1
88,4,1
88,6,1
88,40,1
88,52,1
90,42,1
90,26,1
70,90,1
90,70,1
92,4,1
92,22,1
92,40,1
92,70,1
4,92,1
94,68,1
94,10,1
96,10,1
96,94,1
96,68,1
98,100,1
100,12,1
98,102,1
98,12,1
98,26,1
98,104,1
100,26,1
98,42,1
104,98,1
12,100,1
106,26,1
100,102,1
106,12,1
100,106,1
106,100,1
104,12,1
100,98,1
106,102,1
98,106,1
104,102,1
98,110,1
104,106,1
110,100,1
102,98,1
108,106,1
104,100,1
106,108,1
102,106,1
106,10,1
108,26,1
104,26,1
110,108,1
106,42,1
104,10,1
110,10,1
108,42,1
102,108,1
110,12,1
108,98,1
102,10,1
100,42,1
108,110,1
102,12,1
104,108,1
110,98,1
108,12,1
108,102,1
98,94,1
98,10,1
108,36,1
26,98,1
98,108,1
26,100,1
26,106,1
26,108,1
26,104,1
68,94,1
68,96,1
12,98,1
12,106,1
12,110,1
12,104,1
38,28,1
38,44,1
38,24,1
38,32,1
38,6,1
44,70,1
44,38,1
44,6,1
106,98,1
22,40,1
100,114,1
12,92,1
12,66,1
78,102,1
114,122,1
62,4,1
268,42,1
268,126,1
64,106,1
64,150,1
310,42,1
310,12,1
308,310,1
308,318,1
348,164,1
352,36,1
352,100,1
172,12,1
368,144,1
258,114,1
374,70,1
402,396,1
406,6,1
406,42,1
404,394,1
410,380,1
64,412,1
428,102,1
184,464,1
12,424,1
12,236,1
12,276,1
12,330,1
484,26,1
8,62,1
196,96,1
338,196,1
494,12,1
548,522,1
560,130,1
560,178,1
186,558,1
186,198,1
268,558,1
268,362,1
26,558,1
178,130,1
150,110,1
196,604,1
610,608,1
616,378,1
8,586,1
8,160,1
8,194,1
8,248,1
8,444,1
42,130,1
42,98,1
512,626,1
630,628,1
636,222,1
196,136,1
656,70,1
128,8,1
264,196,1
492,264,1
492,302,1
662,428,1
660,102,1
162,8,1
688,690,1
682,12,1
12,906,1
196,588,1
270,726,1
270,368,1
270,268,1
230,102,1
36,516,1
918,130,1
36,692,1
36,46,1
36,532,1
36,508,1
36,652,1
196,496,1
36,616,1
36,674,1
196,662,1
920,802,1
500,798,1
924,428,1
926,42,1
926,264,1
936,270,1
936,924,1
702,904,1
196,948,1
196,912,1
196,944,1
196,592,1
626,12,1
958,930,1
960,130,1
574,196,1
12,982,1
662,126,1
662,194,1
1018,796,1
652,1024,1
184,1024,1
12,914,1
196,1024,1
196,958,1
42,334,1
42,648,1
42,596,1
42,652,1
12,930,1
12,996,1
196,670,1
188,106,1
180,270,1
164,482,1
64,1044,1
1036,666,1
976,12,1
976,196,1
44,50,1
94,96,1
114,102,1
114,106,1
106,104,1
22,38,1
22,92,1
102,110,1
102,100,1
102,120,1
114,118,1
114,116,1
10,70,1
268,96,1
268,150,1
308,16,1
36,180,1
172,10,1
374,236,1
184,402,1
400,380,1
404,402,1
184,410,1
412,12,1
442,126,1
378,380,1
12,268,1
12,322,1
12,312,1
12,406,1
12,302,1
12,248,1
12,426,1
12,246,1
484,110,1
8,34,1
36,248,1
196,284,1
36,320,1
36,470,1
36,288,1
36,488,1
36,152,1
36,200,1
36,132,1
36,368,1
338,132,1
50,8,1
292,318,1
536,110,1
248,494,1
338,220,1
196,548,1
560,258,1
510,12,1
258,560,1
196,562,1
574,266,1
584,42,1
606,550,1
606,540,1
8,542,1
134,546,1
8,546,1
8,316,1
428,546,1
146,332,1
636,268,1
196,112,1
196,504,1
196,594,1
642,26,1
578,196,1
42,198,1
428,662,1
664,256,1
664,10,1
660,546,1
660,478,1
162,42,1
12,700,1
196,664,1
196,632,1
270,442,1
270,664,1
352,258,1
352,916,1
36,566,1
36,630,1
36,608,1
196,916,1
36,492,1
920,12,1
264,326,1
924,36,1
924,130,1
926,442,1
338,624,1
196,666,1
512,36,1
196,920,1
196,708,1
926,958,1
926,960,1
926,928,1
600,982,1
600,36,1
186,1024,1
196,1002,1
12,802,1
50,196,1
12,966,1
1012,26,1
26,946,1
1018,10,1
42,8,1
42,194,1
42,520,1
42,210,1
42,356,1
42,946,1
12,980,1
196,978,1
196,1032,1
188,120,1
188,220,1
180,428,1
180,162,1
164,264,1
114,42,1
12,78,1
64,10,1
64,198,1
330,12,1
36,338,1
352,106,1
352,118,1
352,146,1
368,158,1
368,110,1
368,130,1
372,370,1
70,374,1
404,378,1
442,270,1
12,796,1
428,194,1
600,196,1
428,188,1
442,114,1
442,242,1
378,394,1
378,464,1
12,340,1
12,280,1
12,316,1
12,436,1
12,428,1
12,228,1
12,238,1
12,240,1
12,72,1
12,404,1
12,454,1
12,438,1
12,396,1
12,328,1
12,124,1
36,128,1
486,26,1
8,30,1
36,406,1
36,262,1
36,332,1
196,292,1
196,154,1
36,486,1
36,150,1
196,208,1
196,128,1
36,308,1
196,146,1
36,370,1
338,82,1
338,142,1
920,812,1
12,350,1
498,494,1
498,258,1
494,114,1
292,16,1
292,436,1
542,8,1
414,12,1
550,196,1
550,548,1
560,442,1
186,232,1
480,576,1
586,12,1
606,514,1
606,544,1
8,446,1
8,590,1
8,184,1
8,220,1
8,270,1
338,618,1
146,136,1
146,546,1
628,466,1
266,22,1
636,526,1
98,558,1
98,622,1
570,28,1
570,138,1
196,600,1
578,12,1
38,50,1
660,134,1
660,122,1
662,242,1
664,42,1
664,198,1
622,98,1
440,666,1
660,558,1
352,726,1
12,726,1
196,546,1
196,726,1
196,644,1
196,508,1
270,8,1
352,320,1
230,428,1
36,642,1
918,26,1
432,500,1
320,270,1
432,326,1
432,12,1
36,290,1
500,136,1
36,496,1
926,432,1
726,936,1
726,114,1
924,726,1
926,130,1
580,196,1
12,580,1
726,134,1
196,930,1
196,686,1
926,196,1
926,962,1
36,592,1
688,904,1
936,104,1
976,526,1
716,986,1
986,26,1
26,972,1
26,716,1
114,98,1
114,12,1
106,36,1
92,28,1
120,26,1
102,104,1
10,118,1
10,92,1
2,62,1
192,64,1
268,164,1
268,192,1
330,42,1
352,26,1
368,352,1
12,120,1
368,106,1
368,270,1
368,232,1
94,114,1
94,36,1
270,114,1
258,42,1
258,36,1
268,352,1
384,114,1
384,130,1
384,146,1
384,158,1
384,194,1
36,374,1
36,104,1
36,130,1
6,406,1
394,380,1
428,42,1
442,220,1
378,402,1
378,404,1
12,346,1
12,76,1
12,258,1
12,466,1
12,358,1
12,478,1
12,398,1
12,256,1
12,460,1
12,270,1
12,364,1
12,418,1
12,264,1
12,218,1
12,214,1
12,414,1
12,306,1
486,110,1
8,40,1
8,16,1
196,102,1
196,244,1
196,254,1
36,382,1
196,288,1
196,452,1
36,448,1
62,42,1
338,424,1
494,500,1
536,484,1
338,150,1
338,346,1
338,178,1
550,522,1
560,386,1
338,482,1
36,584,1
598,196,1
606,196,1
608,606,1
26,612,1
134,558,1
8,494,1
8,352,1
8,134,1
8,146,1
476,70,1
146,120,1
638,222,1
570,58,1
642,12,1
642,530,1
642,338,1
12,598,1
664,428,1
664,110,1
428,12,1
12,702,1
196,602,1
196,658,1
196,622,1
660,136,1
552,12,1
352,326,1
320,726,1
36,644,1
36,534,1
36,594,1
920,140,1
510,36,1
926,918,1
936,926,1
702,12,1
726,926,1
196,680,1
36,712,1
964,12,1
936,726,1
976,26,1
726,958,1
986,716,1
26,976,1
1016,796,1
600,1024,1
1026,26,1
12,1014,1
976,1024,1
196,1010,1
196,1018,1
196,1012,1
42,316,1
114,110,1
114,100,1
106,114,1
22,50,1
100,104,1
78,118,1
102,114,1
124,26,1
10,106,1
34,62,1
268,162,1
268,230,1
330,118,1
352,98,1
368,126,1
258,26,1
380,184,1
6,408,1
428,220,1
26,222,1
444,2,1
444,10,1
378,410,1
12,362,1
12,394,1
12,400,1
12,252,1
12,378,1
12,442,1
12,420,1
12,272,1
12,300,1
12,324,1
12,360,1
12,372,1
12,474,1
12,434,1
12,384,1
488,26,1
488,486,1
196,116,1
196,164,1
196,410,1
36,80,1
196,334,1
196,242,1
36,366,1
36,348,1
196,408,1
36,462,1
196,220,1
196,212,1
196,148,1
196,210,1
338,6,1
338,24,1
338,52,1
494,498,1
268,146,1
258,498,1
550,514,1
186,250,1
510,186,1
268,282,1
26,164,1
36,522,1
196,590,1
36,590,1
64,590,1
606,522,1
134,198,1
8,526,1
8,512,1
8,596,1
42,516,1
428,26,1
338,612,1
476,8,1
630,12,1
638,268,1
642,402,1
642,154,1
38,196,1
664,242,1
664,154,1
664,134,1
664,158,1
664,118,1
662,42,1
662,26,1
662,110,1
428,440,1
12,706,1
12,654,1
196,692,1
270,494,1
230,270,1
920,326,1
922,258,1
500,422,1
936,146,1
936,266,1
726,924,1
926,102,1
196,940,1
196,954,1
196,926,1
964,36,1
976,42,1
716,42,1
1024,42,1
1024,222,1
1024,972,1
1024,612,1
1024,158,1
1024,662,1
1024,300,1
1026,600,1
196,908,1
42,568,1
42,960,1
12,1020,1
188,232,1
36,1044,1
1056,220,1
1056,146,1
64,196,1
1056,12,1
976,666,1
146,1056,1
146,180,1
546,662,1
546,120,1
46,42,1
196,1062,1
12,954,1
114,94,1
114,10,1
114,26,1
100,110,1
12,96,1
12,94,1
92,12,1
10,104,1
268,194,1
220,36,1
334,12,1
36,352,1
368,230,1
270,102,1
270,352,1
258,98,1
184,380,1
384,10,1
144,140,1
394,184,1
394,404,1
410,404,1
12,412,1
444,4,1
444,46,1
378,42,1
12,472,1
12,314,1
12,352,1
12,376,1
12,422,1
12,294,1
12,388,1
12,468,1
12,74,1
12,226,1
12,354,1
12,432,1
12,278,1
488,484,1
8,44,1
36,358,1
36,206,1
248,36,1
36,244,1
196,274,1
36,336,1
64,232,1
134,420,1
338,40,1
180,196,1
494,270,1
268,500,1
516,268,1
118,516,1
516,114,1
26,520,1
12,518,1
196,550,1
186,510,1
546,42,1
590,12,1
606,548,1
196,610,1
528,598,1
134,602,1
8,26,1
8,94,1
8,172,1
8,374,1
8,456,1
146,602,1
42,322,1
42,222,1
476,38,1
628,630,1
98,120,1
570,62,1
642,36,1
642,378,1
106,258,1
492,12,1
664,662,1
664,12,1
664,194,1
666,440,1
162,660,1
14,86,1
904,12,1
906,26,1
906,114,1
906,250,1
196,18,1
196,700,1
196,706,1
270,906,1
352,264,1
916,726,1
230,12,1
230,146,1
36,558,1
918,432,1
918,12,1
320,196,1
36,588,1
920,660,1
924,326,1
936,928,1
338,552,1
128,46,1
196,952,1
196,932,1
964,196,1
976,172,1
932,12,1
1024,26,1
1024,228,1
1024,94,1
1024,440,1
1026,982,1
196,1022,1
12,666,1
12,696,1
196,976,1
666,12,1
188,302,1
196,1044,1
146,926,1
546,146,1
546,164,1
46,200,1
12,678,1
106,96,1
22,6,1
92,2,1
102,36,1
12,114,1
12,118,1
120,42,1
102,26,1
10,120,1
10,80,1
64,160,1
334,64,1
352,12,1
368,220,1
270,242,1
270,100,1
384,110,1
384,42,1
384,106,1
384,144,1
384,118,1
144,368,1
144,150,1
36,184,1
394,378,1
410,184,1
410,402,1
410,394,1
26,338,1
444,62,1
444,92,1
102,268,1
12,282,1
12,296,1
12,430,1
12,250,1
12,320,1
12,262,1
12,54,1
12,380,1
12,458,1
12,290,1
12,390,1
12,440,1
12,392,1
12,206,1
12,304,1
12,450,1
486,488,1
8,22,1
8,20,1
8,50,1
196,80,1
36,304,1
36,452,1
196,368,1
36,286,1
196,184,1
36,70,1
36,174,1
196,338,1
338,44,1
338,28,1
494,42,1
490,518,1
258,510,1
338,412,1
196,950,1
186,422,1
186,126,1
186,440,1
26,158,1
546,560,1
196,928,1
350,6,1
580,546,1
12,590,1
606,608,1
134,510,1
8,310,1
8,144,1
8,212,1
476,46,1
628,12,1
570,34,1
12,642,1
642,452,1
492,196,1
664,26,1
664,516,1
146,660,1
694,64,1
14,570,1
904,710,1
196,654,1
196,676,1
676,12,1
196,572,1
690,904,1
270,660,1
352,478,1
352,500,1
230,660,1
790,694,1
36,676,1
36,682,1
36,530,1
36,638,1
920,442,1
36,540,1
926,270,1
926,326,1
924,926,1
924,936,1
726,684,1
926,478,1
338,642,1
196,946,1
196,956,1
196,656,1
976,110,1
990,860,1
1024,12,1
1024,22,1
1024,130,1
1024,98,1
1024,198,1
1024,322,1
1024,114,1
1024,56,1
1024,268,1
1024,4,1
1024,196,1
1026,42,1
196,1004,1
12,102,1
12,116,1
78,42,1
78,40,1
120,114,1
26,120,1
12,80,1
114,120,1
10,84,1
26,124,1
26,114,1
26,102,1
96,12,1
96,106,1
10,96,1
10,94,1
10,116,1
10,100,1
10,102,1
10,126,1
10,58,1
10,20,1
10,114,1
10,98,1
10,64,1
10,78,1
126,10,1
128,4,1
128,6,1
128,58,1
36,26,1
36,10,1
36,42,1
36,64,1
36,100,1
26,64,1
36,98,1
26,110,1
36,106,1
36,110,1
36,102,1
36,108,1
36,114,1
26,78,1
26,94,1
36,22,1
26,118,1
26,116,1
36,94,1
36,118,1
36,116,1
130,12,1
130,36,1
130,42,1
130,98,1
130,106,1
130,110,1
130,104,1
130,114,1
130,102,1
130,116,1
132,4,1
138,2,1
138,10,1
138,12,1
138,6,1
70,92,1
70,142,1
142,70,1
144,12,1
144,10,1
144,26,1
144,42,1
144,114,1
10,144,1
10,138,1
10,110,1
10,108,1
10,130,1
102,130,1
70,88,1
70,128,1
70,42,1
70,26,1
102,134,1
134,102,1
10,136,1
10,60,1
10,66,1
134,10,1
134,12,1
10,46,1
10,142,1
134,36,1
134,26,1
10,128,1
10,134,1
10,124,1
10,132,1
146,102,1
146,98,1
146,106,1
146,108,1
146,10,1
146,12,1
146,110,1
146,100,1
146,104,1
146,114,1
146,36,1
146,26,1
146,130,1
146,134,1
4,132,1
4,10,1
150,144,1
148,10,1
114,36,1
114,130,1
114,144,1
114,146,1
152,70,1
152,142,1
70,152,1
154,26,1
154,12,1
154,120,1
154,102,1
102,118,1
102,116,1
158,102,1
158,26,1
158,98,1
158,106,1
158,104,1
158,108,1
158,114,1
12,158,1
162,100,1
164,26,1
164,144,1
164,132,1
64,102,1
334,42,1
338,216,1
352,102,1
352,114,1
352,198,1
368,136,1
368,160,1
368,364,1
94,368,1
94,98,1
94,26,1
258,352,1
384,160,1
384,100,1
384,150,1
384,302,1
232,288,1
144,268,1
394,400,1
394,396,1
184,404,1
26,412,1
444,6,1
50,444,1
102,352,1
102,258,1
12,310,1
12,382,1
12,260,1
12,332,1
12,284,1
12,266,1
12,318,1
12,244,1
12,234,1
12,410,1
12,386,1
12,254,1
12,342,1
12,470,1
12,476,1
12,288,1
12,464,1
432,42,1
918,814,1
434,350,1
44,472,1
196,158,1
196,310,1
196,342,1
36,410,1
196,170,1
196,8,1
338,34,1
338,16,1
510,258,1
268,196,1
196,512,1
12,522,1
518,490,1
524,42,1
258,500,1
344,42,1
344,26,1
546,526,1
146,526,1
98,36,1
98,338,1
98,134,1
186,368,1
186,136,1
186,144,1
64,464,1
562,196,1
546,580,1
592,26,1
610,606,1
610,196,1
614,42,1
8,42,1
8,188,1
8,302,1
8,516,1
146,8,1
618,338,1
36,512,1
628,452,1
570,14,1
642,602,1
106,352,1
660,230,1
664,98,1
664,270,1
184,394,1
690,702,1
184,196,1
14,8,1
906,270,1
906,546,1
196,534,1
186,906,1
270,196,1
352,368,1
352,558,1
352,196,1
230,442,1
230,906,1
36,906,1
36,706,1
12,918,1
36,536,1
36,570,1
36,544,1
36,648,1
36,700,1
196,636,1
196,716,1
920,918,1
702,694,1
702,36,1
12,592,1
726,368,1
196,936,1
196,924,1
158,12,1
12,68,1
162,134,1
162,12,1
162,10,1
162,106,1
162,104,1
162,130,1
146,162,1
164,12,1
164,42,1
164,110,1
164,118,1
164,64,1
36,154,1
26,144,1
164,126,1
164,22,1
70,220,1
292,12,1
12,334,1
352,116,1
44,10,1
368,108,1
94,164,1
270,42,1
270,146,1
258,110,1
384,96,1
36,302,1
412,64,1
26,394,1
26,184,1
444,28,1
922,262,1
102,368,1
12,370,1
12,242,1
12,462,1
12,452,1
12,274,1
352,922,1
22,196,1
926,428,1
8,14,1
8,110,1
36,264,1
196,464,1
196,486,1
196,456,1
372,424,1
294,436,1
338,32,1
338,60,1
338,14,1
338,104,1
338,66,1
338,330,1
510,42,1
268,278,1
268,270,1
268,364,1
516,352,1
196,528,1
540,196,1
540,522,1
162,420,1
428,198,1
546,114,1
146,494,1
512,12,1
98,500,1
186,428,1
186,178,1
558,36,1
558,94,1
558,302,1
186,42,1
26,590,1
12,596,1
610,540,1
8,180,1
8,92,1
8,292,1
8,176,1
8,544,1
266,26,1
570,8,1
642,632,1
660,26,1
6,42,1
12,562,1
664,424,1
664,126,1
664,430,1
702,690,1
14,50,1
906,120,1
660,906,1
196,620,1
196,568,1
196,682,1
196,648,1
660,664,1
186,660,1
270,558,1
916,326,1
702,688,1
432,130,1
36,298,1
36,704,1
36,520,1
510,660,1
726,500,1
926,146,1
196,684,1
196,506,1
978,26,1
916,928,1
42,976,1
1000,1004,1
1024,976,1
1024,526,1
1024,104,1
1024,558,1
1024,164,1
1024,124,1
1024,102,1
1024,394,1
1024,134,1
1024,194,1
134,1024,1
158,36,1
162,102,1
162,110,1
162,98,1
164,100,1
164,10,1
26,162,1
164,102,1
12,292,1
292,42,1
316,42,1
352,268,1
270,26,1
270,266,1
258,12,1
384,26,1
270,178,1
418,200,1
444,22,1
102,442,1
12,366,1
12,336,1
12,90,1
12,88,1
12,326,1
8,46,1
8,100,1
36,306,1
36,196,1
36,162,1
196,374,1
36,142,1
196,222,1
338,20,1
338,130,1
338,106,1
510,146,1
494,470,1
196,540,1
338,192,1
546,158,1
98,368,1
98,114,1
98,302,1
186,302,1
558,114,1
558,432,1
558,158,1
558,162,1
558,196,1
558,212,1
558,220,1
186,212,1
268,372,1
12,560,1
540,610,1
196,606,1
8,612,1
8,138,1
42,114,1
476,22,1
266,130,1
570,38,1
570,24,1
106,622,1
106,602,1
642,146,1
660,146,1
662,114,1
664,384,1
904,42,1
904,690,1
196,500,1
428,906,1
270,516,1
432,918,1
320,338,1
36,560,1
36,548,1
36,528,1
36,542,1
36,514,1
36,626,1
916,196,1
922,500,1
264,352,1
500,862,1
926,726,1
702,196,1
580,36,1
726,116,1
196,718,1
196,962,1
196,964,1
38,828,1
268,664,1
42,324,1
1008,1006,1
1024,324,1
1024,184,1
1024,162,1
12,552,1
26,1012,1
370,188,1
196,988,1
50,40,1
50,62,1
1014,220,1
180,144,1
180,154,1
180,178,1
180,500,1
180,546,1
292,1032,1
188,242,1
180,920,1
268,188,1
1056,64,1
1056,154,1
22,976,1
146,958,1
546,196,1
46,60,1
12,1058,1
980,12,1
1074,600,1
1080,26,1
1082,600,1
578,36,1
1086,12,1
1088,1086,1
1090,546,1
1090,12,1
162,26,1
162,146,1
12,144,1
12,154,1
164,134,1
164,136,1
164,98,1
114,210,1
46,10,1
140,10,1
140,166,1
246,154,1
268,26,1
92,42,1
298,294,1
292,294,1
302,222,1
302,118,1
184,304,1
308,292,1
338,320,1
352,266,1
338,154,1
374,10,1
144,384,1
36,216,1
304,306,1
436,294,1
444,70,1
444,50,1
266,470,1
470,422,1
470,36,1
12,368,1
12,446,1
12,444,1
12,348,1
36,664,1
12,916,1
920,42,1
922,558,1
726,920,1
196,938,1
196,960,1
196,872,1
268,662,1
42,636,1
1024,636,1
12,1018,1
26,1024,1
226,6,1
12,488,1
146,430,1
146,266,1
146,254,1
146,230,1
196,418,1
36,432,1
196,238,1
196,340,1
36,364,1
36,66,1
196,382,1
196,144,1
196,182,1
196,156,1
338,48,1
338,50,1
338,98,1
338,110,1
510,498,1
494,510,1
268,384,1
516,198,1
338,164,1
98,130,1
98,158,1
186,442,1
558,130,1
558,440,1
64,546,1
12,566,1
196,584,1
196,596,1
196,598,1
512,604,1
8,70,1
8,102,1
8,154,1
8,164,1
8,120,1
8,528,1
8,198,1
8,482,1
42,106,1
428,182,1
476,14,1
266,574,1
570,444,1
570,22,1
642,428,1
660,270,1
12,660,1
108,516,1
704,6,1
904,196,1
904,702,1
906,154,1
906,110,1
906,266,1
676,196,1
552,338,1
352,270,1
918,258,1
36,500,1
36,572,1
188,134,1
64,516,1
42,10,1
42,310,1
42,546,1
42,6,1
42,188,1
42,558,1
42,634,1
42,202,1
12,1010,1
12,976,1
50,2,1
1014,186,1
1014,134,1
134,1014,1
180,116,1
180,134,1
162,36,1
164,94,1
164,104,1
228,26,1
228,164,1
140,144,1
266,100,1
266,12,1
266,10,1
280,274,1
298,292,1
310,308,1
338,78,1
374,132,1
118,268,1
118,78,1
118,232,1
118,42,1
144,188,1
12,184,1
414,44,1
304,42,1
444,40,1
266,300,1
470,246,1
12,416,1
12,448,1
12,484,1
146,352,1
146,268,1
146,150,1
370,146,1
264,146,1
196,270,1
196,120,1
196,428,1
196,276,1
196,50,1
196,52,1
196,300,1
196,432,1
196,458,1
